Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Agente,CNRC,REGULADO,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,6708.31,2024-05-01
Agente,CSSC,REGULADO,239.23,239.23,239.23,239.23,239.23,239.23,239.23,2962.13,2962.13,2962.13,2962.13,2962.13,2962.13,2962.13,2962.13,2962.13,2962.13,,,,,,,,2024-05-01
Agente,CSSG,REGULADO,134969.0,144349.0,145603.0,145263.0,145586.0,148345.0,146913.0,174041.0,168294.0,163697.0,159207.0,153114.0,151470.0,151726.0,153997.0,156029.0,157980.0,127069.0,122304.0,118247.0,116986.0,117875.0,120595.0,132195.0,2024-05-01
Agente,DEPC,REGULADO,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2024-05-01
Agente,EGRC,REGULADO,946.68,878.04,854.92,823.84,818.4,741.56,1390.51,535.22,642.19,808.15,848.99,884.82,827.09,883.85,771.78,945.52,1009.97,2169.21,1549.7,1569.58,1498.45,1354.76,1256.37,1207.3,2024-05-01
Agente,ELIC,REGULADO,1744.49,1324.24,883.36,756.23,647.77,369.2,842.33,775.14,1502.49,2043.24,2694.95,3340.4,3846.39,3539.33,3238.61,3051.39,3003.04,3449.93,3142.62,4175.04,4445.85,4497.24,3804.99,2587.61,2024-05-01
Agente,ENDG,REGULADO,117494.43,104322.93,96026.28,91717.89,91069.33,88066.48,99340.14,112238.8,133857.37,150613.83,162294.94,170026.02,172566.88,167898.73,161522.47,155054.49,152255.01,169457.53,200149.45,219353.47,214897.91,194934.14,161076.72,135533.67,2024-05-01
Agente,ENVC,REGULADO,,,,,,,,1127.85,3014.52,5252.83,6874.23,7453.01,6845.06,5735.16,5404.26,4227.06,2453.12,,,,,,,,2024-05-01
Agente,EPMG,REGULADO,472804.39,411981.05,380012.79,365234.55,364845.12,359566.74,412734.35,372052.93,473335.82,555135.73,611490.61,646481.57,660414.17,634791.98,603109.17,572546.69,566866.23,883451.7,1049104.05,1136993.94,1100040.3,989454.55,815371.58,692185.51,2024-05-01
Agente,EPSG,REGULADO,6131.48,5668.2,5409.11,5168.07,5148.72,5265.37,5715.51,5692.21,6699.98,7455.03,7949.87,8142.09,8305.41,8242.28,7995.98,7900.67,7886.18,9215.83,11304.42,12049.57,11519.34,10029.19,8269.09,6930.85,2024-05-01
Agente,ERRG,REGULADO,,,,,,,426.48,1811.61,3433.26,4919.03,6383.42,7191.09,7301.8,6786.0,5755.64,4245.97,2377.74,593.81,,,,,,,2024-05-01
Agente,EYCC,REGULADO,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,6387.52,2024-05-01
Agente,FERC,REGULADO,18922.09,18740.15,18636.5,18589.56,18660.81,18880.8,19063.54,19199.23,19362.69,19495.41,19640.97,19791.13,19827.59,19711.43,19638.87,19662.05,19728.0,19932.96,20661.51,21042.5,20684.65,20095.29,19498.33,19028.99,2024-05-01
Agente,FERG,REGULADO,2.27,1.72,1.15,0.98,0.84,0.48,1.1,1.01,1.95,2.66,3.5,4.34,5.0,4.6,4.21,3.97,3.9,4.48,4.09,5.43,5.78,5.85,4.95,3.36,2024-05-01
Agente,GASC,REGULADO,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,24101.1,2024-05-01
Agente,GECG,REGULADO,61746.79,61008.75,60321.83,59890.46,59696.14,59183.94,59420.75,58812.7,59232.23,59576.42,59939.0,60174.85,60272.58,60657.64,60918.75,60775.71,60706.9,60836.84,62498.08,63667.51,63907.29,63958.25,63253.15,62691.0,2024-05-01
