Id,Values_Activity,Values_Subactivity,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACIÓN PÚBLICA,8412,109141.95,109151.93,109116.48,109138.65,109103.5,108250.84,3504.97,4215.27,4829.34,5018.04,4729.69,4309.04,4202.72,4123.58,4688.48,5201.07,4940.78,5717.65,110784.14,110592.76,110027.29,109943.04,109635.96,109307.65,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,"REGULACIÓN DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD, EDUCATIVOS, CULTURALES Y OTROS SERVICIOS SOCIALES, EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL",8413,59.09,59.04,59.52,58.92,58.55,68.45,104.65,141.66,185.55,197.22,191.08,207.66,209.37,202.95,187.1,178.2,166.99,144.54,122.4,88.35,80.44,62.09,60.37,59.22,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ACTIVIDADES REGULADORAS Y FACILITADORAS DE LA ACTIVIDAD ECONÓMICA,8414,11375.42,11378.15,11378.77,11379.95,11350.57,11368.8,110.97,217.24,120.91,139.8,133.35,94.44,138.27,183.52,165.88,110.46,104.05,116.11,11428.48,11442.76,11430.47,11402.3,11388.32,11372.82,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ACTIVIDADES DE DEFENSA,8422,9760.49,9498.26,9141.46,9036.96,9069.14,9459.58,11124.32,13155.29,14848.56,16028.77,16908.33,17427.86,17632.15,18552.92,19829.34,19808.44,19137.09,17773.1,16917.37,16187.79,15038.04,13825.93,12551.06,11939.79,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ORDEN PÚBLICO Y ACTIVIDADES DE SEGURIDAD,8423,2728.88,2727.58,2679.61,2651.55,2722.82,2888.08,2843.61,3433.33,3791.9,4049.94,4254.44,4493.77,4247.86,4374.03,4796.49,4702.04,4301.37,4227.64,4352.75,4062.08,3765.62,3434.52,3238.65,3071.36,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ADMINISTRACIÓN DE JUSTICIA,8424,548.93,550.43,547.9,544.3,567.73,654.67,1190.88,2253.12,3221.08,3254.35,3289.5,3392.68,2894.41,3053.19,3445.17,3407.15,2732.34,1938.92,1333.15,998.41,740.69,676.75,632.08,581.27,2024-04-29
CIIU,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,ACTIVIDADES DE PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,8430,3583.26,3479.76,3444.12,3401.78,3407.99,3601.84,4709.23,6185.0,6820.63,7014.48,7350.79,7500.09,7186.34,7198.36,7669.48,7531.02,7353.21,6698.06,6141.32,5593.66,5174.14,4472.43,3943.72,3646.49,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","CULTIVO DE CEREALES (EXCEPTO ARROZ), LEGUMBRES Y SEMILLAS OLEAGINOSAS",111,1108.78,1045.53,1056.88,952.53,910.25,1100.15,1281.1,1494.68,1829.6,2001.44,2027.01,2026.67,1977.43,1999.72,2117.75,2079.08,1799.85,1550.45,1598.01,1615.79,1599.74,1376.0,1435.89,1334.71,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE ARROZ,112,517.06,429.21,320.03,330.11,332.07,360.83,979.36,3181.12,4527.47,4668.72,4352.71,5090.06,4228.85,4447.32,4134.72,3439.6,2252.48,1757.85,1490.56,1577.73,2180.96,2955.17,2941.55,2639.55,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","CULTIVO DE HORTALIZAS, RAÍCES Y TUBÉRCULOS",113,928.1,924.29,908.56,902.94,916.95,920.06,1017.97,1139.42,1108.91,1169.25,1224.51,1176.55,1187.78,1149.71,1114.82,1092.53,1085.36,1050.26,1011.58,1010.48,980.22,968.98,971.76,962.13,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",OTROS CULTIVOS TRANSITORIOS N.C.P.,119,22.6,22.27,23.42,22.75,23.05,24.0,56.32,59.71,58.14,49.38,53.42,56.68,65.67,62.1,33.83,20.19,21.27,22.22,23.29,23.95,22.25,23.07,22.44,22.52,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES,121,688.7,681.93,771.69,727.01,758.87,788.12,1088.8,1184.46,1166.92,969.85,985.35,1142.22,1020.16,1042.33,784.03,1397.35,1179.93,1111.43,1066.66,1024.74,902.94,869.77,847.94,831.38,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE PLÁTANO Y BANANO,122,1515.34,1399.92,1386.25,1388.87,1394.97,1538.91,2119.86,3042.86,2970.06,3180.22,3402.96,3717.39,3754.71,4101.49,4195.41,4023.34,4342.64,3513.46,3356.5,3036.9,3024.82,2817.76,2590.53,2530.11,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE CAFÉ,123,561.32,544.68,519.43,535.84,487.62,480.88,384.83,574.72,509.01,553.84,656.07,704.89,680.08,663.69,643.41,726.15,766.62,709.09,568.64,502.45,493.85,580.22,598.35,537.12,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE CAÑA DE AZÚCAR,124,5029.93,5227.55,4818.0,4493.54,4552.16,3016.04,1502.43,2666.05,2472.7,2840.25,2457.14,2654.0,2545.88,2624.57,2782.62,2556.92,2297.24,2767.33,2492.02,2023.18,2179.44,1915.81,1791.82,1723.19,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE FLOR DE CORTE,125,17771.01,17811.27,17807.83,16953.45,15850.16,15469.71,18673.37,20627.89,20715.2,20794.16,20568.91,20689.93,21025.39,21313.01,20671.0,18402.67,17588.62,17094.03,18572.65,18476.25,18999.46,19009.55,18654.97,18384.82,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CULTIVO DE PALMA PARA ACEITE (PALMA AFRICANA) Y OTROS FRUTOS OLEAGINOSOS,126,684.43,674.35,678.72,656.07,679.29,748.89,1251.85,2533.23,2670.92,2596.62,2437.97,2194.01,2518.92,2718.69,2708.37,2808.61,2667.15,2989.03,3090.96,2745.93,2295.13,2347.74,2585.35,2100.71,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",OTROS CULTIVOS PERMANENTES N.C.P.,129,869.67,910.61,747.71,905.19,923.43,748.59,710.38,1000.44,1096.87,1045.92,1033.67,1128.62,1132.36,1139.67,1138.38,1121.14,1058.43,704.33,704.32,460.82,453.19,800.19,821.19,848.56,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","PROPAGACIÓN DE PLANTAS (ACTIVIDADES DE LOS VIVEROS, EXCEPTO VIVEROS FORESTALES)",130,120.49,130.67,125.83,122.24,120.43,121.55,150.17,160.67,118.19,103.75,76.58,23.89,21.91,19.25,36.78,115.82,139.76,124.88,133.62,133.82,134.78,135.05,142.02,141.91,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CRÍA DE GANADO BOVINO Y BUFALINO,141,1800.4,1810.62,1823.74,1796.53,1870.72,1970.63,2051.59,2267.06,2348.4,2432.86,2452.36,2555.89,2647.02,2584.36,2518.35,2695.31,2304.45,2022.65,2180.22,2186.99,2203.91,2191.87,2123.13,2113.04,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CRÍA DE GANADO PORCINO,144,4565.98,4589.33,4621.94,4838.61,4868.72,6119.21,6722.78,7371.61,7624.91,7889.29,8172.42,7879.92,7846.42,8580.44,8445.91,8105.94,7440.54,7038.64,7075.05,7103.61,7186.79,6669.6,6237.69,5578.38,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CRÍA DE AVES DE CORRAL,145,32852.48,34256.89,34089.75,34600.86,36244.0,39212.5,42661.27,44572.86,43330.8,40521.14,39330.13,39332.5,39095.53,40995.2,41876.62,45508.59,45910.6,47695.58,47777.67,47700.27,46813.88,47051.71,46648.12,46434.06,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CRÍA DE OTROS ANIMALES N.C.P.,149,831.11,818.55,994.17,840.57,1023.64,960.33,1186.64,1661.94,2175.04,2648.1,2730.98,2128.05,2358.3,2650.19,2698.79,2668.72,2715.3,2433.32,2130.51,924.3,1244.08,1128.5,2051.88,2355.91,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",EXPLOTACIÓN MIXTA (AGRÍCOLA Y PECUARIA),150,1314.19,1095.36,1267.67,1273.68,1248.92,1307.08,2022.91,2597.38,2863.87,2737.68,2805.8,2845.68,2648.29,2814.99,2892.58,2833.75,2389.96,2216.58,2458.43,2181.74,1968.77,1578.86,1238.03,1217.01,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACTIVIDADES DE APOYO A LA AGRICULTURA,161,3723.74,3667.21,3309.76,3862.16,3869.45,3956.74,3552.64,4251.36,4142.32,4361.22,4454.12,4719.18,4342.96,4195.14,4527.24,4501.94,4500.91,4223.06,4127.29,4326.53,4303.79,4137.55,4037.4,3957.93,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACTIVIDADES DE APOYO A LA GANADERÍA,162,1943.72,2212.65,2577.61,2558.54,2591.6,2797.64,3096.88,3160.98,3310.2,3389.42,3367.31,2873.67,2936.95,3079.58,3288.86,3312.72,3463.44,3233.62,2874.68,2540.69,3059.95,3067.35,3239.97,3140.91,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACTIVIDADES POSTERIORES A LA COSECHA,163,741.84,693.96,598.21,677.35,654.17,632.48,749.99,837.47,796.34,827.46,984.37,1179.92,1178.16,1057.12,1077.93,930.2,979.16,859.7,934.15,976.56,1007.84,949.16,1037.63,950.91,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",TRATAMIENTO DE SEMILLAS PARA PROPAGACIÓN,164,438.3,445.0,408.41,366.59,346.19,276.5,423.04,681.38,957.68,955.45,916.55,739.47,370.72,550.08,712.2,855.53,492.07,346.08,465.71,530.8,528.68,527.37,515.23,505.37,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",CAZA ORDINARIA Y MEDIANTE TRAMPAS Y ACTIVIDADES DE SERVICIOS CONEXAS,170,317.53,330.34,300.53,287.47,249.09,251.55,503.4,741.14,820.52,929.55,1123.15,1136.49,922.65,979.92,1027.7,927.43,803.09,817.71,935.08,1443.95,1319.9,1221.13,1264.83,1335.65,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES,210,100.34,58.54,38.57,44.61,94.1,118.85,146.76,152.5,135.01,19.48,15.75,51.05,61.15,72.33,29.24,92.85,168.38,200.7,166.36,221.46,226.11,209.13,146.55,89.21,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",EXTRACCIÓN DE MADERA,220,0.6,0.6,0.53,0.59,0.59,0.53,0.53,0.47,0.48,0.54,77.59,278.77,245.41,203.39,221.52,227.91,252.78,182.61,176.82,173.04,153.14,161.91,101.01,104.8,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",PESCA MARÍTIMA,311,239.62,236.44,162.52,174.11,176.79,242.0,340.27,433.5,483.91,493.9,480.32,441.66,448.17,451.9,456.8,507.44,453.25,401.18,436.5,463.73,378.81,349.8,388.64,355.21,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",PESCA DE AGUA DULCE,312,718.0,407.77,497.6,511.64,530.34,649.53,661.53,605.36,682.32,748.35,706.98,727.99,683.34,691.56,717.29,725.48,665.52,565.08,640.25,635.44,642.39,649.89,637.57,685.44,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACUICULTURA,32,268.71,289.53,285.47,283.89,290.1,286.53,272.34,254.08,207.75,130.79,135.76,136.92,133.23,140.43,145.28,136.87,115.39,119.49,216.78,253.54,276.33,282.81,284.38,288.44,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACUICULTURA MARÍTIMA,321,93.11,102.64,107.25,101.81,96.96,110.16,120.18,121.77,128.5,135.07,153.32,153.49,144.33,148.88,150.76,147.92,136.2,131.54,118.13,130.43,137.39,125.63,120.75,110.95,2024-04-29
CIIU,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",ACUICULTURA DE AGUA DULCE,322,2563.28,2585.62,2338.53,2296.0,2350.17,2520.19,2544.99,2509.11,2200.89,1748.68,1411.54,1266.77,1250.05,1310.68,1376.41,1423.52,1611.12,1891.32,2416.32,2752.18,2554.31,2449.27,2484.51,2497.69,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ALOJAMIENTO EN HOTELES,5511,28278.54,27733.04,27305.4,27108.75,27084.72,27900.87,29933.44,32376.2,34862.23,36183.43,36116.89,36508.99,36779.09,38096.84,38951.77,38745.06,38671.25,38116.96,37475.69,36640.69,35239.31,34049.55,32289.03,30067.41,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ALOJAMIENTO EN APARTAHOTELES,5512,34.14,30.5,31.72,32.4,29.83,25.87,21.75,26.02,28.3,25.66,28.71,28.28,25.55,30.01,37.78,57.17,58.8,57.0,60.48,62.71,56.33,53.22,50.23,43.13,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ALOJAMIENTO EN CENTROS VACACIONALES,5513,419.44,398.5,402.06,390.52,381.86,405.26,438.74,545.55,620.98,631.57,691.27,680.85,722.66,777.77,792.13,760.5,717.84,603.76,604.53,584.28,553.34,514.02,441.8,414.58,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ALOJAMIENTO RURAL,5514,80.28,80.29,79.1,79.71,90.86,83.82,73.06,117.3,98.18,114.98,119.16,128.9,147.29,150.35,160.52,159.32,148.16,140.2,136.04,111.6,104.4,91.3,79.8,80.89,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,OTROS TIPOS DE ALOJAMIENTOS PARA VISITANTES,5519,220.63,219.43,220.7,218.1,217.97,228.7,268.04,378.81,481.53,463.75,413.16,414.74,476.47,512.94,514.93,495.39,452.4,327.21,286.84,268.15,262.84,244.96,237.51,232.81,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ACTIVIDADES DE ZONAS DE CAMPING Y PARQUES PARA VEHÍCULOS RECREACIONALES,5520,39.49,38.86,40.26,37.36,37.21,34.94,37.85,40.07,41.74,40.28,61.39,66.41,49.58,44.86,51.64,71.41,71.73,47.52,65.51,52.11,44.64,41.45,42.03,40.43,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,SERVICIO POR HORAS,5530,144.97,125.85,117.24,130.16,120.38,109.96,93.67,93.05,92.9,84.02,95.31,117.9,107.83,110.77,134.04,165.11,167.67,169.1,184.02,168.1,159.17,155.73,152.21,142.58,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,OTROS TIPOS DE ALOJAMIENTO N.C.P.,5590,304.68,264.33,259.39,266.31,256.2,238.57,298.17,335.32,401.07,446.48,488.57,483.37,500.84,481.91,489.1,499.03,498.15,419.18,375.9,374.18,355.51,317.53,284.85,269.84,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,EXPENDIO A LA MESA DE COMIDAS PREPARADAS,5611,487.7,485.4,478.98,482.24,441.72,497.19,575.74,672.25,779.24,916.66,972.17,1089.35,1186.43,1173.4,1197.56,1156.52,1046.09,928.86,867.95,872.84,799.29,827.19,746.21,706.68,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,EXPENDIO POR AUTOSERVICIO DE COMIDAS PREPARADAS,5612,422.15,422.73,417.82,401.7,399.56,440.26,517.09,586.84,594.82,650.69,667.99,672.06,642.42,676.43,681.32,662.5,580.73,526.22,469.02,475.97,461.38,441.03,414.11,418.92,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS N.C.P.,5619,92.84,90.08,94.15,91.13,91.62,86.26,108.65,113.74,335.35,328.39,325.7,325.18,347.35,357.03,361.42,355.21,350.17,340.9,279.51,166.13,167.5,152.39,157.64,148.23,2024-04-29
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ACTIVIDADES DE OTROS SERVICIOS DE COMIDAS,5629,290.44,285.01,304.63,293.5,279.33,296.77,344.49,433.53,921.03,1889.81,2062.61,2190.38,2316.31,2319.46,2289.42,2311.59,2310.38,2033.96,1730.19,898.38,417.46,298.9,356.77,358.76,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO DE VEHÍCULOS AUTOMOTORES NUEVOS,4511,32.42,31.88,32.53,31.86,52.22,73.7,129.7,204.6,283.38,317.08,278.78,301.79,297.47,248.27,327.82,425.66,409.87,310.32,151.64,92.1,58.86,50.36,48.51,47.02,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO DE VEHÍCULOS AUTOMOTORES USADOS,4512,10.75,10.84,10.82,11.0,10.91,26.76,42.22,52.38,78.58,137.94,154.25,155.71,108.22,153.3,172.71,155.07,137.17,98.03,44.65,35.04,22.33,16.83,16.95,16.77,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,4520,31.82,32.4,34.15,37.27,38.3,36.5,39.12,63.95,84.83,78.64,80.83,71.18,9.02,27.86,44.48,43.34,50.6,39.02,35.78,22.8,33.76,30.93,36.61,32.12,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO DE PARTES, PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHÍCULOS AUTOMOTORES",4530,65.19,56.81,55.37,54.89,88.81,121.71,246.7,338.87,534.23,370.35,337.27,318.71,349.24,415.62,496.11,682.82,668.96,648.83,593.51,379.02,350.29,269.61,134.59,128.65,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO DE MOTOCICLETAS Y DE SUS PARTES, PIEZAS Y ACCESORIOS",4541,14.83,14.46,14.86,14.5,15.58,27.67,53.79,154.99,174.76,184.15,194.69,182.93,166.5,187.76,215.89,234.35,161.85,32.76,40.61,42.94,42.6,33.01,37.91,44.94,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,4610,495.55,503.75,496.61,491.87,484.97,536.28,676.89,754.97,774.93,794.95,808.19,829.93,829.88,858.9,862.48,842.67,756.3,655.65,612.99,601.93,598.44,530.24,492.28,472.79,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS; ANIMALES VIVOS,4620,278.27,275.57,278.26,263.62,272.62,271.81,397.81,645.07,840.34,866.98,872.18,843.46,749.79,833.98,955.39,990.03,1016.53,947.66,779.3,783.45,712.84,587.82,541.92,439.14,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS,4631,5833.91,5750.12,5901.9,6304.73,6483.94,6978.96,8090.76,8589.17,8996.35,9024.11,8788.57,8544.63,8422.04,8358.53,8360.5,8425.2,8004.24,7944.05,7696.82,7650.56,7547.66,7239.02,6903.03,6991.16,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO,4632,6.77,4.25,4.02,3.93,4.15,30.76,110.55,134.14,131.4,130.15,125.83,126.21,130.46,134.0,132.09,131.31,128.49,137.48,136.55,137.41,127.7,42.51,4.17,3.98,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS TEXTILES, PRODUCTOS CONFECCIONADOS PARA USO DOMÉSTICO",4641,738.97,711.24,743.08,788.5,839.03,865.37,1077.49,1323.93,1573.82,1609.25,1630.26,1660.56,1754.85,1764.07,1763.14,1755.6,1757.87,1724.18,1611.77,1510.64,1437.99,987.16,935.72,910.76,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR,4642,3.35,3.41,3.34,3.42,3.35,3.45,2.44,1.88,8.38,35.4,21.35,17.98,17.07,21.52,29.27,49.03,70.62,93.55,105.08,72.63,17.81,3.87,3.98,4.07,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE APARATOS Y EQUIPO DE USO DOMÉSTICO,4644,249.95,249.7,249.87,244.54,275.39,369.39,556.25,624.09,648.47,672.68,683.95,694.82,670.79,663.43,671.03,667.25,687.35,687.12,672.41,647.7,605.3,467.52,274.74,268.54,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, MEDICINALES, COSMÉTICOS Y DE TOCADOR",4645,1193.96,1172.58,1191.45,1172.76,1182.94,1285.42,1654.56,1856.41,2181.17,2062.64,2359.55,2571.29,2535.17,2369.88,2188.04,2208.59,2371.72,2225.43,2007.23,2085.88,1947.31,1781.25,1585.12,1547.57,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,4649,1177.83,1184.92,1205.75,1265.38,1321.58,1365.83,1422.36,1409.89,1296.4,1109.72,1038.07,1325.09,1223.06,1772.41,1769.17,1856.08,1939.13,1927.18,1897.53,1941.13,1789.07,1621.66,1558.13,1540.16,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,4659,627.12,653.55,677.32,716.82,700.17,764.95,1033.93,1505.68,715.21,706.69,713.52,912.27,945.61,964.53,996.97,992.72,1728.8,1354.86,1221.11,1299.63,1292.48,1197.38,1037.68,983.31,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS, GASEOSOS Y PRODUCTOS CONEXOS",4661,1600.8,1567.47,1494.62,1479.29,1562.2,1597.93,1593.67,1639.89,1736.37,1706.48,1733.76,1823.19,1751.59,1705.63,1722.12,1828.72,1814.83,1751.29,1735.67,1431.88,1562.4,1568.31,1474.63,1356.71,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE METALES Y PRODUCTOS METALÍFEROS,4662,142.72,158.6,125.62,163.91,136.01,236.56,271.08,170.48,67.61,93.6,105.22,62.08,50.98,50.27,65.03,76.77,155.47,378.37,470.89,440.92,440.09,367.26,320.3,377.52,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, PINTURAS, PRODUCTOS DE VIDRIO, EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",4663,3691.58,3747.98,3867.71,3624.61,3694.45,3555.12,3609.75,4411.58,3995.54,3695.0,4111.89,4383.26,4536.47,4487.24,4543.49,4433.98,4359.99,4170.82,3728.13,3932.77,4106.87,4040.46,3837.43,3987.05,2024-04-29
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUÍMICOS BÁSICOS, CAUCHOS Y PLÁSTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUÍMICOS DE USO AGROPECUARIO",4664,607.48,615.44,643.06,653.99,653.08,651.81,676.87,728.45,747.39,742.14,744.48,786.85,808.48,824.91,838.04,788.63,802.55,805.16,768.99,776.12,827.78,814.34,782.4,787.48,2024-04-29
